movieId,title,genres
246,Vishwambhara (2025),Action|Fantasy|Mythology
247,Thalapathy 69 (2025),Action|Drama
248,Housefull 5 (2025),Comedy
249,Bhool Bhulaiyaa 3 (2024),Comedy|Horror|Mystery
250,Sikandar (2024),Action|Drama
251,Chhaava (2024),Action|Biography|Historical
252,Border 2 (2025),Action|War
253,Welcome To The Jungle (2024),Comedy
254,Dhadak 2 (2024),Drama|Romance
255,Hera Pheri 3 (2025),Comedy|Crime
256,Jolly LLB 3 (2025),Comedy|Drama|Legal
257,Raid 2 (2024),Crime|Drama|Thriller
258,Bhakshak (2024),Crime|Drama|Thriller
259,Yudhra (2024),Action|Thriller
260,Auron Mein Kahan Dum Tha (2024),Drama|Romance
261,Sitaare Zameen Par (2024),Drama
262,Dil Hai Gray (2024),Crime|Thriller
263,Chhava (2024),Action|Biography|Historical
264,Lahore 1947 (2024),Drama|Historical
265,Vicky Vidya Ka Woh Wala Video (2024),Comedy
266,Bhakshak (2024),Crime|Drama
267,Maharaj (2024),Biography|Drama|Historical
268,Mere Mehboob Mere Sanam (2024),Drama|Romance
269,Chandu Champion (2024),Biography|Drama|Sport
270,Jigra (2024),Action|Drama
271,Citadel: Honey Bunny (2024),Action|Spy|Thriller
272,Deva (2025),Action|Thriller
273,Krrish 4 (2025),Action|Sci-Fi|Superhero
274,Don 3 (2025),Action|Crime|Thriller
275,Dhoom 4 (2025),Action|Crime|Thriller
276,Brahmastra: Part Two - Dev (2026),Action|Adventure|Fantasy
277,Baahubali: Before the Beginning (2024),Action|Drama|Fantasy
278,Pushpa 3 (2026),Action|Crime|Drama|Thriller
279,KGF: Chapter 3 (2025),Action|Crime|Drama
280,Kantara: Chapter 1 (2025),Action|Adventure|Drama|Thriller
281,Allu Arjun's Next with Trivikram (2025),Action|Drama
282,Prabhas's Next with Hanu Raghavapudi (2025),Action|Romance
283,Jr NTR's Next with Prashanth Neel (2025),Action|Drama
284,Ram Charan's Next with Sukumar (2025),Action|Drama
285,Mahesh Babu's Next with SS Rajamouli (2025),Action|Adventure
286,Vijay Deverakonda's Next with Gowtam Tinnanuri (2024),Drama|Romance
287,Naga Chaitanya's Next with Chandoo Mondeti (2024),Action|Drama
288,Nani's Next with Srikanth Odela (2024),Action|Drama
289,Ravi Teja's Next with Harish Shankar (2024),Action|Comedy
290,Chiranjeevi's Next with Bobby (2024),Action|Drama
291,Pawan Kalyan's Next with Krish (2024),Action|Period
292,Balakrishna's Next with Boyapati Srinu (2024),Action|Drama
293,Nagarjuna's Next with Praveen Sattaru (2024),Action|Thriller
294,Venkatesh's Next with Anil Ravipudi (2024),Action|Comedy
295,Rana Daggubati's Next with Teja (2024),Action|Drama
296,Dulquer Salmaan's Next with Hanu Raghavapudi (2024),Romance|Drama
297,Dhanush's Next with Sekhar Kammula (2024),Drama|Romance
298,Suriya's Next with Karthik Subbaraj (2024),Action|Drama
299,Vijay's Next with H. Vinoth (2024),Action|Thriller
300,Ajith Kumar's Next with Adhik Ravichandran (2024),Action|Thriller|Featured Movies
301,The Godfather (1972),Crime|Drama
302,The Shawshank Redemption (1994),Drama
303,The Dark Knight (2008),Action|Crime|Drama|Thriller
304,Pulp Fiction (1994),Crime|Drama
305,Schindler's List (1993),Biography|Drama|History
306,The Lord of the Rings: The Fellowship of the Ring (2001),Adventure|Drama|Fantasy
307,The Lord of the Rings: The Two Towers (2002),Adventure|Drama|Fantasy
308,The Lord of the Rings: The Return of the King (2003),Adventure|Drama|Fantasy
309,Fight Club (1999),Drama
310,Forrest Gump (1994),Drama|Romance
311,Inception (2010),Action|Adventure|Sci-Fi|Thriller
312,The Matrix (1999),Action|Sci-Fi
313,Goodfellas (1990),Biography|Crime|Drama
314,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
315,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Fantasy|Sci-Fi
316,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Fantasy|Sci-Fi
317,The Silence of the Lambs (1991),Crime|Drama|Thriller
318,Saving Private Ryan (1998),Drama|War
319,Interstellar (2014),Adventure|Drama|Sci-Fi
320,The Green Mile (1999),Crime|Drama|Fantasy
321,Gladiator (2000),Action|Adventure|Drama
322,The Departed (2006),Crime|Drama|Thriller
323,The Prestige (2006),Drama|Mystery|Sci-Fi|Thriller
324,The Lion King (1994),Adventure|Animation|Drama|Family|Musical
325,The Usual Suspects (1995),Crime|Mystery|Thriller
326,Spirited Away (2001),Adventure|Animation|Family|Fantasy
327,Whiplash (2014),Drama|Music
328,The Intouchables (2011),Biography|Comedy|Drama
329,The Pianist (2002),Biography|Drama|Music|War
330,Parasite (2019),Comedy|Drama|Thriller
331,Joker (2019),Crime|Drama|Thriller
332,Avengers: Endgame (2019),Action|Adventure|Drama|Sci-Fi
333,Avengers: Infinity War (2018),Action|Adventure|Sci-Fi
334,The Wolf of Wall Street (2013),Biography|Comedy|Crime|Drama
335,Django Unchained (2012),Drama|Western
336,Inglourious Basterds (2009),Adventure|Drama|War
337,The Grand Budapest Hotel (2014),Adventure|Comedy|Crime
338,The Truman Show (1998),Comedy|Drama
339,The Sixth Sense (1999),Drama|Mystery|Thriller
340,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
341,Good Will Hunting (1997),Drama|Romance
342,Reservoir Dogs (1992),Crime|Drama|Thriller
343,Casablanca (1942),Drama|Romance|War
344,Citizen Kane (1941),Drama|Mystery
345,Vertigo (1958),Mystery|Romance|Thriller
346,Psycho (1960),Horror|Mystery|Thriller
347,Rear Window (1954),Mystery|Thriller
348,North by Northwest (1959),Adventure|Mystery|Thriller
349,Apocalypse Now (1979),Drama|Mystery|War
350,2001: A Space Odyssey (1968),Adventure|Sci-Fi
351,Blade Runner (1982),Action|Drama|Sci-Fi|Thriller
352,Alien (1979),Horror|Sci-Fi
353,Aliens (1986),Action|Adventure|Sci-Fi|Thriller
354,The Terminator (1984),Action|Sci-Fi
355,Terminator 2: Judgment Day (1991),Action|Sci-Fi
356,Die Hard (1988),Action|Thriller
357,Raiders of the Lost Ark (1981),Action|Adventure
358,Jaws (1975),Adventure|Horror|Thriller
359,Jurassic Park (1993),Adventure|Sci-Fi|Thriller
360,Back to the Future (1985),Adventure|Comedy|Sci-Fi
361,The Breakfast Club (1985),Comedy|Drama
362,Ferris Bueller's Day Off (1986),Comedy
363,Groundhog Day (1993),Comedy|Fantasy|Romance
364,The Princess Bride (1987),Adventure|Comedy|Fantasy|Romance
365,The Shining (1980),Drama|Horror
366,A Clockwork Orange (1971),Crime|Drama|Sci-Fi
367,Full Metal Jacket (1987),Drama|War
368,Taxi Driver (1976),Crime|Drama
369,Raging Bull (1980),Biography|Drama|Sport
370,Goodfellas (1990),Biography|Crime|Drama
371,Casino (1995),Crime|Drama
372,The Departed (2006),Crime|Drama|Thriller
373,Shutter Island (2010),Mystery|Thriller
374,The Aviator (2004),Biography|Drama
375,Hugo (2011),Adventure|Drama|Family|Fantasy|Mystery
376,The Irishman (2019),Biography|Crime|Drama
377,Memento (2000),Mystery|Thriller
378,Batman Begins (2005),Action|Adventure
379,The Dark Knight Rises (2012),Action|Adventure
380,Dunkirk (2017),Action|Drama|History|Thriller|War
381,Tenet (2020),Action|Sci-Fi|Thriller
382,Oppenheimer (2023),Biography|Drama|History
383,No Country for Old Men (2007),Crime|Drama|Thriller
384,Fargo (1996),Crime|Drama|Thriller
385,The Big Lebowski (1998),Comedy|Crime
386,Inside Llewyn Davis (2013),Comedy|Drama|Music
387,There Will Be Blood (2007),Drama
388,The Master (2012),Drama
389,Phantom Thread (2017),Drama|Romance
390,Boogie Nights (1997),Drama
391,Magnolia (1999),Drama
392,Her (2013),Drama|Romance|Sci-Fi
393,Lost in Translation (2003),Comedy|Drama
394,The Social Network (2010),Biography|Drama
395,Gone Girl (2014),Drama|Mystery|Thriller
396,Seven (1995),Crime|Drama|Mystery|Thriller
397,Zodiac (2007),Crime|Drama|Mystery|Thriller
398,The Girl with the Dragon Tattoo (2011),Crime|Drama|Mystery|Thriller
399,Mank (2020),Biography|Comedy|Drama
400,Barbie (2023),Adventure|Comedy|Fantasy
401,Oppenheimer (2023),Biography|Drama|History
402,Everything Everywhere All at Once (2022),Action|Adventure|Comedy|Sci-Fi
403,The Banshees of Inisherin (2022),Comedy|Drama
404,Top Gun: Maverick (2022),Action|Drama
405,The Batman (2022),Action|Crime|Drama|Mystery
406,Dune (2021),Action|Adventure|Drama|Sci-Fi
407,Dune: Part Two (2024),Action|Adventure|Drama|Sci-Fi
408,The Whale (2022),Drama
409,The Fabelmans (2022),Drama
410,Avatar: The Way of Water (2022),Action|Adventure|Fantasy|Sci-Fi
411,Killers of the Flower Moon (2023),Crime|Drama|History
412,Poor Things (2023),Comedy|Drama|Romance|Sci-Fi
413,The Holdovers (2023),Comedy|Drama
414,Past Lives (2023),Drama|Romance
415,Anatomy of a Fall (2023),Crime|Drama|Mystery|Thriller
416,The Zone of Interest (2023),Drama|History|War
417,American Fiction (2023),Comedy|Drama
418,Saltburn (2023),Comedy|Drama|Thriller
419,Maestro (2023),Biography|Drama|Music
420,Napoleon (2023),Action|Biography|Drama|History|War
421,Wonka (2023),Adventure|Comedy|Family|Fantasy|Musical
422,Godzilla x Kong: The New Empire (2024),Action|Adventure|Sci-Fi
423,Furiosa: A Mad Max Saga (2024),Action|Adventure|Sci-Fi
424,Inside Out 2 (2024),Adventure|Animation|Comedy|Drama|Family|Fantasy
425,Deadpool & Wolverine (2024),Action|Adventure|Comedy
426,A Quiet Place: Day One (2024),Horror|Sci-Fi|Thriller
427,Alien: Romulus (2024),Horror|Sci-Fi|Thriller
428,Gladiator II (2024),Action|Adventure|Drama|History
429,Joker: Folie à Deux (2024),Crime|Drama|Musical|Thriller
430,Kingdom of the Planet of the Apes (2024),Action|Adventure|Drama|Sci-Fi
431,Beetlejuice Beetlejuice (2024),Comedy|Fantasy|Horror
432,Wicked (2024),Adventure|Family|Fantasy|Musical
433,Venom: The Last Dance (2024),Action|Adventure|Sci-Fi
434,Kraven the Hunter (2024),Action|Adventure|Thriller
435,Thunderbolts (2025),Action|Adventure|Sci-Fi
436,Captain America: Brave New World (2025),Action|Adventure|Sci-Fi|Thriller
437,Fantastic Four (2025),Action|Adventure|Sci-Fi
438,Avengers: The Kang Dynasty (2026),Action|Adventure|Sci-Fi
439,Avengers: Secret Wars (2027),Action|Adventure|Sci-Fi
440,Superman (2025),Action|Adventure|Sci-Fi
441,The Batman Part II (2026),Action|Crime|Drama|Mystery
442,Blade (2025),Action|Adventure|Horror
443,Moana 2 (2024),Adventure|Animation|Comedy|Family|Fantasy|Musical
444,Mufasa: The Lion King (2024),Adventure|Animation|Drama|Family|Musical
445,Despicable Me 4 (2024),Adventure|Animation|Comedy|Crime|Family
446,The Lord of the Rings: The War of the Rohirrim (2024),Adventure|Animation|Fantasy
447,Paddington in Peru (2024),Adventure|Comedy|Family
448,Ghostbusters: Frozen Empire (2024),Action|Adventure|Comedy|Fantasy
449,The Fall Guy (2024),Action|Comedy|Thriller
450,Twisters (2024),Action|Adventure|Drama|Thriller
451,Nosferatu (2024),Drama|Horror
452,Mickey 17 (2025),Action|Adventure|Drama|Sci-Fi
453,Mission: Impossible - The Final Reckoning (2025),Action|Adventure|Thriller
454,John Wick: Chapter 5 (2026),Action|Crime|Thriller
455,Knives Out 3 (2025),Comedy|Crime|Drama|Mystery|Thriller
456,Dune: Messiah (2026),Action|Adventure|Drama|Sci-Fi
457,Avatar 3 (2025),Action|Adventure|Fantasy|Sci-Fi
458,Avatar 4 (2029),Action|Adventure|Fantasy|Sci-Fi
459,Avatar 5 (2031),Action|Adventure|Fantasy|Sci-Fi
460,The Matrix Resurrections (2021),Action|Sci-Fi
461,No Time to Die (2021),Action|Adventure|Thriller
462,Spider-Man: No Way Home (2021),Action|Adventure|Fantasy|Sci-Fi
463,The Suicide Squad (2021),Action|Adventure|Comedy|Sci-Fi
464,Black Widow (2021),Action|Adventure|Sci-Fi|Thriller
465,Shang-Chi and the Legend of the Ten Rings (2021),Action|Adventure|Fantasy
466,Eternals (2021),Action|Adventure|Fantasy|Sci-Fi
467,Venom: Let There Be Carnage (2021),Action|Adventure|Sci-Fi|Thriller
468,F9 (2021),Action|Adventure|Crime|Thriller
469,A Quiet Place Part II (2021),Drama|Horror|Sci-Fi|Thriller
470,Godzilla vs. Kong (2021),Action|Adventure|Sci-Fi|Thriller
471,Cruella (2021),Adventure|Comedy|Crime
472,Jungle Cruise (2021),Action|Adventure|Comedy|Fantasy
473,Free Guy (2021),Action|Adventure|Comedy|Sci-Fi
474,The Conjuring: The Devil Made Me Do It (2021),Horror|Mystery|Thriller
475,The Mitchells vs. the Machines (2021),Adventure|Animation|Comedy|Family|Sci-Fi
476,Luca (2021),Adventure|Animation|Comedy|Family|Fantasy
477,Raya and the Last Dragon (2021),Action|Adventure|Animation|Comedy|Family|Fantasy
478,Soul (2020),Adventure|Animation|Comedy|Drama|Family|Fantasy|Music
479,Nomadland (2020),Drama
480,Promising Young Woman (2020),Crime|Drama|Thriller
481,Sound of Metal (2020),Drama|Music
482,Minari (2020),Drama
483,Judas and the Black Messiah (2021),Biography|Drama|History
484,The Father (2020),Drama|Mystery
485,Mank (2020),Biography|Comedy|Drama
486,One Night in Miami... (2020),Drama
487,The Trial of the Chicago 7 (2020),Drama|History|Thriller
488,Da 5 Bloods (2020),Adventure|Drama|War
489,Ma Rainey's Black Bottom (2020),Drama|Music
490,News of the World (2020),Action|Adventure|Drama|Western
491,The Midnight Sky (2020),Drama|Sci-Fi|Thriller
492,Borat Subsequent Moviefilm (2020),Comedy
493,Palm Springs (2020),Comedy|Fantasy|Romance
494,The Invisible Man (2020),Horror|Mystery|Sci-Fi|Thriller
495,Birds of Prey (2020),Action|Adventure|Comedy|Crime
496,Tenet (2020),Action|Sci-Fi|Thriller
497,Wonder Woman 1984 (2020),Action|Adventure|Fantasy
498,Mulan (2020),Action|Adventure|Drama|Fantasy
499,Hamilton (2020),Biography|Drama|History|Musical
500,The King of Staten Island (2020),Comedy|Drama
